113.896036	23.186512
113.891225	23.201213
113.903162	23.232234
113.89723	23.252551
113.899632	23.264599
113.884744	23.273776
113.890355	23.284016
113.901066	23.327249
113.897371	23.330443
113.880409	23.331985
113.892145	23.338776
113.901255	23.351481
113.956155	23.340914
113.970587	23.334209
113.992773	23.337775
113.997237	23.345798
114.004885	23.350281
113.99399	23.362318
113.985431	23.384071
114.001805	23.395699
114.003375	23.402865
113.98767	23.413618
113.990474	23.436839
113.971439	23.4358
113.95944	23.441426
113.95867	23.470481
113.981056	23.476787
113.980623	23.484914
113.941054	23.483681
113.936432	23.489931
113.945925	23.488029
113.95249	23.498199
113.93189	23.501706
113.93001	23.5071
113.918746	23.507062
113.911024	23.518083
113.895849	23.525962
113.89205	23.539615
113.875987	23.546029
113.867961	23.568602
113.857771	23.57487
113.861981	23.58808
113.86716	23.591652
113.86264	23.597837
113.863576	23.614401
113.856281	23.618869
113.838178	23.621909
113.800835	23.612476
113.780537	23.618459
113.755192	23.606309
113.756856	23.599678
113.746284	23.578597
113.7365	23.573611
113.740201	23.549195
113.730329	23.546059
113.720954	23.530886
113.722998	23.520977
113.708759	23.506159
113.700237	23.5063
113.690893	23.499331
113.680137	23.487606
113.678041	23.477894
113.666815	23.468099
113.646707	23.466813
113.635997	23.456458
113.609454	23.440354
113.592047	23.422849
113.583381	23.408856
113.581887	23.395254
113.571056	23.38963
113.569057	23.377192
113.577662	23.361985
113.595351	23.35235
113.596902	23.346391
113.588786	23.340141
113.594279	23.334813
113.597332	23.335993
113.592845	23.340452
113.598012	23.337215
113.59782	23.342608
113.600097	23.338077
113.600498	23.34067
113.604353	23.339597
113.606046	23.334773
113.595216	23.334322
113.596311	23.324788
113.599322	23.327058
113.597706	23.329911
113.602669	23.320596
113.593838	23.317826
113.598564	23.315431
113.600987	23.307721
113.598311	23.307129
113.598404	23.29874
113.603631	23.301047
113.602569	23.296416
113.596408	23.297286
113.594001	23.293401
113.608343	23.293008
113.609439	23.2758
113.60366	23.271222
113.607659	23.261513
113.60309	23.256796
113.609369	23.25677
113.604028	23.250634
113.609743	23.248602
113.593679	23.235534
113.581382	23.207706
113.587679	23.184547
113.584759	23.168973
113.571632	23.177569
113.55738	23.178129
113.554631	23.173569
113.561522	23.153876
113.557079	23.145047
113.56499	23.131951
113.562584	23.115346
113.565302	23.107623
113.576912	23.096679
113.576536	23.089606
113.585768	23.091256
113.599481	23.096574
113.616998	23.109712
113.647395	23.110219
113.651134	23.119365
113.665906	23.123526
113.667911	23.118717
113.697904	23.128874
113.72727	23.149034
113.745865	23.14825
113.765517	23.137252
113.824519	23.134862
113.849908	23.122
113.847598	23.145446
113.866079	23.163716
	
	
