113.365875	23.236004
113.357998	23.22958
113.355202	23.202513
113.345756	23.186476
113.340949	23.184015
113.340293	23.179634
113.324009	23.18341
113.323156	23.178571
113.315887	23.175808
113.319152	23.163833
113.313556	23.164593
113.315299	23.16211
113.30697	23.154419
113.320969	23.14917
113.321534	23.119544
113.329143	23.114552
113.389988	23.114232
113.415856	23.104915
113.417951	23.107631
113.421438	23.105629
113.423877	23.109499
113.427935	23.107768
113.436659	23.127433
113.453441	23.1379
113.458424	23.156061
113.453593	23.163928
113.452895	23.173159
113.45563	23.175251
113.452881	23.179544
113.447751	23.174303
113.439239	23.17497
113.44305	23.189262
113.433372	23.189996
113.434886	23.185486
113.42446	23.180568
113.421229	23.182415
113.428031	23.187235
113.429652	23.200075
113.404408	23.220636
113.412431	23.239493
113.408538	23.251754
113.397035	23.247832
	
	
