113.501849	23.134857
113.490417	23.144933
113.486615	23.155752
113.478858	23.158789
113.480341	23.165567
113.471626	23.159766
113.458297	23.160094
113.453441	23.1379
113.436659	23.127433
113.427935	23.107768
113.423243	23.108864
113.420259	23.098049
113.426019	23.095067
113.406877	23.08541
113.407592	23.072294
113.425685	23.066832
113.448473	23.080596
113.466324	23.082132
113.483127	23.077147
113.505568	23.063359
113.505021	23.078259
113.518674	23.0734
113.535178	23.073835
113.545818	23.084207
113.55682	23.083856
113.576536	23.089606
113.576912	23.096679
113.565302	23.107623
113.562584	23.115346
113.56499	23.131951
113.561338	23.140061
113.550619	23.139664
113.548484	23.145185
113.545507	23.141908
113.542014	23.14344
113.540173	23.136954
113.524378	23.137062
113.519188	23.140274
113.51479	23.134215

	
